borrower_id,age,gender,marital_status,education_level,employment_type,region,sector,monthly_income_npr,credit_score,existing_delinquency_flag,dependents,home_owner
B01433,56,M,divorced,secondary,business_owner,Gandaki,services,135034,733,0,2,1
B01434,61,M,single,secondary,salaried,Sudurpashchim,education,55596,596,0,1,0
B01435,58,F,married,secondary,business_owner,Sudurpashchim,retail,112206,684,0,1,0
B01436,54,M,married,primary,salaried,Sudurpashchim,services,36000,608,0,1,1
B01437,37,F,single,bachelor,agriculture,Madhesh,wholesale,31168,629,1,1,1
B01438,57,M,single,secondary,self-employed,Karnali,retail,49381,569,0,2,0
B01439,45,M,married,secondary,business_owner,Karnali,construction,159275,607,0,1,1
B01440,58,F,married,secondary,salaried,Koshi,services,53454,607,0,4,1
B01441,32,M,married,master,business_owner,Bagmati,manufacturing,182006,600,0,0,0
B01442,43,M,married,master,agriculture,Lumbini,services,35286,685,0,1,1
B01443,62,M,married,secondary,self-employed,Karnali,services,147878,578,0,0,0
B01444,42,M,single,secondary,self-employed,Gandaki,retail,26534,691,0,0,0
B01445,41,F,married,secondary,self-employed,Koshi,agriculture,97729,730,0,3,1
B01446,47,M,single,secondary,informal,Karnali,services,45578,626,0,3,0
B01447,51,F,single,master,self-employed,Karnali,construction,48656,670,0,2,1
B01448,26,F,divorced,bachelor,agriculture,Koshi,retail,40083,657,0,3,1
B01449,47,M,married,secondary,agriculture,Koshi,retail,45296,652,0,3,0
B01450,60,F,married,secondary,self-employed,Madhesh,agriculture,92494,534,0,2,1
B01451,54,M,married,primary,salaried,Karnali,education,51271,613,1,3,1
B01452,32,F,married,bachelor,self-employed,Lumbini,services,97759,755,1,1,1
B01453,65,M,single,secondary,agriculture,Gandaki,construction,52155,693,0,2,0
B01454,27,F,single,phd,salaried,Bagmati,health,85583,662,0,2,0
B01455,30,M,single,master,self-employed,Bagmati,health,59129,564,0,0,1
B01456,65,M,married,secondary,agriculture,Lumbini,construction,42632,708,0,3,1
B01457,37,F,married,bachelor,salaried,Koshi,construction,98842,625,1,0,0
B01458,46,F,married,master,business_owner,Koshi,wholesale,79228,607,0,3,1
B01459,41,M,married,bachelor,salaried,Koshi,construction,42150,612,0,1,1
B01460,48,M,divorced,secondary,salaried,Karnali,services,57380,703,0,1,0
B01461,66,F,single,secondary,agriculture,Koshi,health,18032,671,0,0,1
B01462,22,F,married,master,salaried,Koshi,retail,103457,723,0,3,0
B01463,63,F,married,bachelor,salaried,Karnali,services,64344,737,0,0,0
B01464,21,F,married,bachelor,agriculture,Karnali,manufacturing,45084,634,0,2,0
B01465,56,F,widowed,master,salaried,Lumbini,services,84850,673,0,2,0
B01466,46,F,single,master,informal,Madhesh,retail,34116,658,0,1,0
B01467,49,M,married,master,informal,Karnali,manufacturing,41761,600,0,4,1
B01468,41,M,married,primary,salaried,Gandaki,construction,54961,608,0,0,1
B01469,31,F,single,bachelor,salaried,Koshi,agriculture,34899,666,0,2,0
B01470,60,F,married,bachelor,business_owner,Madhesh,wholesale,122284,672,0,1,1
B01471,31,M,married,bachelor,self-employed,Bagmati,construction,115771,672,0,1,1
B01472,56,M,widowed,bachelor,salaried,Lumbini,wholesale,71585,672,0,0,0
B01473,69,F,single,secondary,business_owner,Madhesh,retail,161390,630,0,2,0
B01474,59,M,married,master,salaried,Karnali,agriculture,48084,792,0,3,0
B01475,60,M,married,bachelor,agriculture,Koshi,education,36427,688,0,0,0
B01476,55,M,married,primary,salaried,Koshi,services,44114,643,0,0,1
B01477,54,M,married,bachelor,salaried,Koshi,manufacturing,77331,697,0,4,1
B01478,67,M,married,secondary,salaried,Madhesh,wholesale,63647,628,0,0,1
B01479,44,M,married,secondary,informal,Koshi,services,39674,676,1,1,1
B01480,42,M,married,primary,business_owner,Karnali,retail,150104,697,0,1,0
B01481,25,F,married,secondary,agriculture,Madhesh,health,41486,705,1,1,1
B01482,53,M,single,bachelor,salaried,Koshi,construction,91593,606,0,2,0
B01483,56,F,married,bachelor,salaried,Bagmati,agriculture,74713,842,0,4,0
B01484,67,F,single,bachelor,salaried,Bagmati,manufacturing,62677,740,0,1,1
B01485,40,M,married,master,self-employed,Gandaki,construction,38451,787,0,2,0
B01486,39,F,married,secondary,self-employed,Koshi,services,104898,661,0,2,0
B01487,55,M,married,secondary,business_owner,Koshi,wholesale,132732,689,0,1,1
B01488,63,F,married,master,salaried,Madhesh,retail,76621,677,0,0,1
B01489,37,M,widowed,secondary,informal,Madhesh,agriculture,50444,645,0,2,0
B01490,65,F,single,phd,salaried,Sudurpashchim,health,59418,717,0,1,0
B01491,63,F,married,master,informal,Koshi,retail,42729,626,0,1,1
B01492,54,M,married,bachelor,salaried,Gandaki,retail,60828,713,0,4,1
B01493,29,M,single,phd,self-employed,Koshi,services,122501,648,0,2,0
B01494,46,F,single,primary,salaried,Karnali,construction,64497,697,0,4,1
B01495,22,F,divorced,secondary,self-employed,Madhesh,wholesale,66422,755,0,1,1
B01496,29,M,married,bachelor,self-employed,Koshi,wholesale,124562,668,0,3,1
B01497,29,F,divorced,secondary,self-employed,Madhesh,manufacturing,121299,718,0,2,1
B01498,60,M,widowed,master,self-employed,Koshi,manufacturing,92091,647,0,4,1
B01499,37,F,single,primary,business_owner,Lumbini,retail,114155,610,0,4,0
B01500,21,M,married,bachelor,business_owner,Madhesh,retail,102920,766,0,4,0
B01501,45,F,married,bachelor,agriculture,Gandaki,agriculture,49208,716,1,4,1
B01502,63,M,married,bachelor,salaried,Lumbini,services,52505,668,0,0,1
B01503,60,M,married,secondary,self-employed,Karnali,health,99501,713,0,2,1
B01504,62,M,married,secondary,self-employed,Koshi,agriculture,134575,619,0,1,0
B01505,45,M,married,master,salaried,Sudurpashchim,retail,81252,699,0,2,1
B01506,59,M,married,secondary,self-employed,Karnali,services,51902,687,0,4,0
B01507,55,M,single,master,salaried,Madhesh,services,79102,711,0,0,1
B01508,23,F,married,bachelor,salaried,Lumbini,retail,73890,765,0,2,0
B01509,70,M,married,master,salaried,Karnali,health,78925,755,0,2,1
B01510,57,M,married,bachelor,salaried,Gandaki,construction,53608,599,0,1,0
B01511,64,M,single,secondary,business_owner,Sudurpashchim,wholesale,120151,565,0,1,1
B01512,64,M,married,bachelor,business_owner,Madhesh,wholesale,159739,689,0,0,0
B01513,50,M,single,master,informal,Lumbini,retail,28950,684,0,0,1
B01514,58,M,married,secondary,business_owner,Karnali,wholesale,99789,613,0,2,1
B01515,54,M,married,phd,salaried,Lumbini,manufacturing,64242,622,0,1,1
B01516,32,M,married,secondary,informal,Lumbini,services,59975,633,0,0,1
B01517,39,M,single,secondary,agriculture,Karnali,health,70654,748,0,4,0
B01518,57,F,married,secondary,self-employed,Bagmati,retail,27546,649,0,2,1
B01519,64,M,married,master,self-employed,Koshi,manufacturing,114925,592,0,1,1
B01520,69,M,married,secondary,informal,Madhesh,education,62684,671,0,1,0
B01521,37,F,married,master,self-employed,Madhesh,services,118440,675,1,2,1
B01522,30,M,married,master,informal,Sudurpashchim,retail,37055,618,0,1,1
B01523,69,F,married,secondary,salaried,Sudurpashchim,wholesale,65403,707,0,2,0
B01524,67,M,single,primary,salaried,Sudurpashchim,services,38651,738,0,2,0
B01525,32,F,single,bachelor,self-employed,Madhesh,health,22151,655,0,0,0
B01526,36,F,married,secondary,self-employed,Lumbini,education,74154,592,0,3,0
B01527,44,M,married,master,agriculture,Sudurpashchim,health,51376,660,0,1,1
B01528,39,F,married,secondary,informal,Karnali,construction,47651,692,0,1,1
B01529,28,M,married,bachelor,salaried,Koshi,services,86422,556,0,4,0
B01530,51,M,single,master,salaried,Gandaki,education,131222,701,1,1,0
B01531,41,F,married,secondary,agriculture,Madhesh,health,42872,654,0,2,1
B01532,37,F,married,secondary,self-employed,Karnali,services,53332,677,0,2,0
B01533,43,M,married,secondary,salaried,Koshi,wholesale,80922,659,0,0,0
B01534,57,M,single,secondary,self-employed,Koshi,manufacturing,91667,634,0,4,0
B01535,36,M,married,bachelor,business_owner,Bagmati,retail,94146,669,0,1,1
B01536,26,M,divorced,master,agriculture,Karnali,retail,66395,647,0,1,0
B01537,28,F,single,secondary,self-employed,Madhesh,health,60641,655,0,3,0
B01538,45,M,married,bachelor,salaried,Sudurpashchim,health,67428,627,0,2,1
B01539,38,M,single,bachelor,informal,Lumbini,retail,43936,705,0,2,0
B01540,45,M,married,secondary,business_owner,Sudurpashchim,services,77352,743,0,3,1
B01541,32,M,married,secondary,self-employed,Koshi,construction,33708,627,1,1,0
B01542,35,M,married,master,salaried,Koshi,agriculture,74379,669,0,0,0
B01543,46,F,married,bachelor,business_owner,Gandaki,services,181592,615,0,0,0
B01544,61,F,divorced,bachelor,salaried,Sudurpashchim,construction,89218,696,0,3,0
B01545,65,F,single,bachelor,salaried,Bagmati,education,90555,687,0,0,0
B01546,46,M,single,primary,self-employed,Koshi,health,61031,643,0,1,0
B01547,67,F,married,bachelor,salaried,Koshi,services,74281,670,0,1,0
B01548,52,F,married,bachelor,business_owner,Lumbini,retail,55912,723,0,1,0
B01549,30,F,divorced,bachelor,salaried,Lumbini,education,73378,587,0,2,1
B01550,36,M,married,secondary,business_owner,Gandaki,retail,182495,604,0,4,1
B01551,27,M,married,primary,salaried,Karnali,construction,98396,707,0,1,1
B01552,37,M,married,secondary,salaried,Gandaki,retail,110608,678,0,1,1
B01553,43,M,married,master,salaried,Gandaki,services,89783,671,0,2,1
B01554,46,M,divorced,secondary,informal,Lumbini,services,52136,727,0,1,0
B01555,41,M,married,bachelor,agriculture,Sudurpashchim,retail,65745,714,0,3,0
B01556,42,M,single,primary,salaried,Sudurpashchim,health,83611,769,0,1,0
B01557,27,F,single,primary,agriculture,Sudurpashchim,retail,35469,724,0,1,1
B01558,34,M,single,bachelor,self-employed,Karnali,education,39540,704,0,4,1
B01559,35,M,single,bachelor,informal,Lumbini,education,58241,672,0,1,1
B01560,27,F,married,bachelor,salaried,Bagmati,wholesale,111866,667,0,1,0
B01561,29,F,married,secondary,business_owner,Madhesh,agriculture,161578,675,1,0,1
B01562,68,F,married,bachelor,salaried,Madhesh,wholesale,32225,687,0,4,0
B01563,28,O,married,secondary,salaried,Bagmati,construction,59613,609,0,2,0
B01564,70,M,married,secondary,informal,Sudurpashchim,manufacturing,42049,689,1,1,1
B01565,43,F,single,bachelor,self-employed,Madhesh,wholesale,29318,662,0,3,0
B01566,49,M,single,secondary,salaried,Karnali,services,42462,695,0,2,0
B01567,38,M,single,secondary,salaried,Lumbini,agriculture,69258,643,0,1,1
B01568,51,M,married,bachelor,business_owner,Madhesh,education,131773,639,0,2,1
B01569,50,M,single,bachelor,business_owner,Karnali,retail,75629,688,0,2,0
B01570,59,M,married,master,salaried,Lumbini,manufacturing,41541,701,0,1,0
B01571,55,F,married,secondary,informal,Karnali,wholesale,62899,642,0,0,1
B01572,38,F,married,primary,salaried,Bagmati,construction,62349,748,0,0,0
B01573,62,F,single,secondary,salaried,Gandaki,retail,65211,747,0,2,0
B01574,59,M,married,phd,informal,Bagmati,agriculture,36799,588,0,3,1
B01575,37,F,married,bachelor,salaried,Madhesh,retail,54576,632,0,2,1
B01576,34,F,married,bachelor,salaried,Lumbini,manufacturing,96055,681,0,3,0
B01577,51,M,divorced,primary,self-employed,Karnali,construction,58606,695,0,2,0
B01578,44,F,single,bachelor,agriculture,Madhesh,construction,53234,792,1,3,0
B01579,55,M,single,primary,salaried,Madhesh,construction,70174,683,0,0,1
B01580,64,M,divorced,bachelor,informal,Gandaki,services,15777,669,0,1,0
B01581,65,F,married,master,agriculture,Sudurpashchim,education,54337,612,0,1,1
B01582,54,M,married,phd,salaried,Madhesh,manufacturing,39120,588,0,1,1
B01583,23,M,married,bachelor,business_owner,Gandaki,education,148595,668,0,2,1
B01584,57,F,married,secondary,salaried,Lumbini,manufacturing,46271,788,0,3,1
B01585,63,F,divorced,master,self-employed,Lumbini,services,100660,663,0,1,1
B01586,60,M,widowed,bachelor,agriculture,Karnali,wholesale,42268,632,0,4,1
B01587,46,M,married,primary,informal,Sudurpashchim,manufacturing,34885,700,0,1,1
B01588,43,M,married,bachelor,salaried,Gandaki,retail,74211,565,0,2,1
B01589,64,F,married,secondary,self-employed,Bagmati,education,40844,679,0,2,0
B01590,59,M,single,bachelor,self-employed,Lumbini,agriculture,82923,720,0,1,0
B01591,35,M,single,secondary,salaried,Sudurpashchim,health,85645,623,0,1,1
B01592,69,F,divorced,bachelor,salaried,Karnali,retail,90852,750,0,2,1
B01593,24,M,single,secondary,salaried,Bagmati,wholesale,60747,711,0,4,1
B01594,49,M,single,secondary,business_owner,Lumbini,education,105750,751,0,2,1
B01595,42,M,single,bachelor,self-employed,Lumbini,services,40242,599,0,1,1
B01596,45,F,married,master,salaried,Karnali,services,54985,665,0,0,1
B01597,33,M,married,bachelor,agriculture,Karnali,education,21918,726,0,4,0
B01598,38,M,married,secondary,agriculture,Koshi,manufacturing,57921,593,0,1,1
B01599,53,F,single,master,self-employed,Madhesh,retail,110265,727,0,3,1
B01600,36,M,married,master,salaried,Madhesh,education,60915,665,0,2,1
B01601,65,M,married,secondary,business_owner,Bagmati,retail,72379,727,0,2,1
B01602,62,M,married,primary,salaried,Madhesh,education,76163,687,0,2,1
B01603,64,M,married,bachelor,salaried,Bagmati,retail,52640,753,0,1,1
B01604,22,M,single,master,business_owner,Sudurpashchim,agriculture,150237,604,0,2,0
B01605,55,M,widowed,phd,salaried,Lumbini,retail,108708,693,0,2,0
B01606,62,M,married,master,salaried,Koshi,agriculture,52311,592,0,2,1
B01607,54,M,divorced,bachelor,salaried,Koshi,retail,55166,698,0,3,0
B01608,50,F,married,bachelor,salaried,Lumbini,education,40808,693,1,0,1
B01609,33,O,married,primary,salaried,Karnali,services,72922,659,0,2,0
B01610,33,F,married,secondary,informal,Gandaki,retail,46171,632,0,0,0
B01611,38,F,married,secondary,salaried,Gandaki,agriculture,64588,657,0,0,0
B01612,52,M,widowed,bachelor,salaried,Madhesh,services,70322,680,0,2,0
B01613,52,F,married,bachelor,salaried,Karnali,retail,49126,691,0,0,0
B01614,55,M,single,bachelor,informal,Bagmati,retail,20052,781,0,2,1
B01615,59,F,married,secondary,self-employed,Sudurpashchim,services,62227,723,0,1,0
B01616,66,O,married,bachelor,salaried,Koshi,retail,31689,643,0,1,1
B01617,49,F,married,primary,agriculture,Madhesh,retail,34078,707,0,0,1
B01618,69,O,single,secondary,salaried,Lumbini,wholesale,76194,723,0,1,1
B01619,49,F,married,bachelor,salaried,Karnali,agriculture,71193,639,0,3,0
B01620,64,M,married,bachelor,salaried,Koshi,manufacturing,34524,714,0,2,1
B01621,36,M,married,phd,salaried,Bagmati,retail,90986,593,0,4,0
B01622,64,F,married,secondary,salaried,Bagmati,health,66108,637,0,0,0
B01623,67,M,married,bachelor,business_owner,Gandaki,education,61530,597,0,3,1
B01624,30,F,single,secondary,salaried,Madhesh,wholesale,62712,663,0,2,0
B01625,50,O,married,secondary,self-employed,Lumbini,retail,67509,649,0,1,1
B01626,45,M,single,master,salaried,Koshi,health,52645,653,0,2,1
B01627,59,F,single,bachelor,salaried,Sudurpashchim,services,86251,720,0,2,0
B01628,40,F,married,master,self-employed,Bagmati,wholesale,51810,680,0,1,0
B01629,25,F,divorced,secondary,informal,Koshi,services,47769,719,0,2,1
B01630,21,F,married,master,salaried,Lumbini,construction,43173,764,0,1,1
B01631,50,M,married,primary,business_owner,Koshi,retail,118339,790,0,1,1
B01632,69,F,divorced,master,salaried,Madhesh,construction,75308,667,0,1,0
B01633,23,F,married,secondary,salaried,Gandaki,construction,75346,704,0,3,0
B01634,65,M,single,secondary,salaried,Koshi,manufacturing,71616,666,0,1,0
B01635,34,M,divorced,bachelor,salaried,Karnali,education,65219,731,0,1,0
B01636,50,F,married,master,salaried,Gandaki,retail,48718,720,0,2,0
B01637,70,M,married,primary,salaried,Lumbini,manufacturing,48948,639,0,2,0
B01638,24,F,single,secondary,agriculture,Gandaki,services,55378,647,0,2,0
B01639,38,F,married,master,salaried,Koshi,services,44771,751,0,0,1
B01640,57,M,single,secondary,self-employed,Koshi,wholesale,40278,645,0,2,1
B01641,45,F,single,secondary,salaried,Karnali,services,98595,669,0,1,0
B01642,68,F,married,secondary,self-employed,Bagmati,retail,77208,712,0,2,1
B01643,21,M,married,secondary,self-employed,Karnali,wholesale,104050,666,0,2,1
B01644,66,M,married,master,salaried,Koshi,wholesale,87469,759,0,2,1
B01645,35,M,married,master,salaried,Sudurpashchim,construction,71022,732,0,3,1
B01646,29,M,married,bachelor,business_owner,Gandaki,retail,103045,626,0,2,0
B01647,35,F,married,phd,agriculture,Karnali,agriculture,43523,643,0,2,0
B01648,69,M,married,bachelor,salaried,Karnali,wholesale,102160,707,0,1,0
B01649,44,F,single,primary,salaried,Sudurpashchim,retail,58823,672,0,0,0
B01650,24,M,married,secondary,informal,Sudurpashchim,wholesale,47646,568,0,4,1
B01651,32,M,divorced,secondary,salaried,Sudurpashchim,wholesale,83546,622,0,1,1
B01652,57,F,married,secondary,self-employed,Bagmati,manufacturing,92521,688,0,2,0
B01653,57,F,married,master,salaried,Koshi,services,91687,724,1,2,1
B01654,63,M,married,master,salaried,Koshi,health,62267,725,0,0,1
B01655,26,M,married,secondary,self-employed,Lumbini,health,105200,783,0,3,0
B01656,59,M,married,bachelor,self-employed,Bagmati,services,31161,637,0,3,1
B01657,66,M,single,bachelor,salaried,Lumbini,construction,96938,640,0,2,0
B01658,44,F,married,master,self-employed,Lumbini,retail,118694,674,0,0,1
B01659,31,M,married,master,agriculture,Lumbini,manufacturing,44520,583,0,2,0
B01660,33,M,married,bachelor,self-employed,Madhesh,construction,98165,675,1,0,0
B01661,54,M,single,master,salaried,Lumbini,retail,87821,664,0,2,1
B01662,45,F,divorced,bachelor,self-employed,Karnali,retail,53867,719,0,2,1
B01663,27,O,married,bachelor,business_owner,Gandaki,retail,113496,728,0,0,0
B01664,24,M,married,primary,agriculture,Karnali,services,26496,695,0,2,1
B01665,28,F,married,secondary,business_owner,Karnali,services,171228,675,0,1,1
B01666,40,M,married,bachelor,salaried,Koshi,services,86455,695,0,3,0
B01667,49,M,divorced,secondary,business_owner,Madhesh,services,107357,631,0,2,1
B01668,65,F,married,primary,business_owner,Lumbini,services,102138,670,0,1,1
B01669,66,F,married,bachelor,salaried,Koshi,construction,67020,676,0,1,0
B01670,30,F,single,primary,self-employed,Bagmati,retail,58082,671,1,3,1
B01671,63,F,married,bachelor,salaried,Bagmati,construction,66519,666,0,1,1
B01672,54,M,married,bachelor,business_owner,Koshi,agriculture,73302,641,0,1,1
B01673,46,F,married,phd,salaried,Gandaki,construction,87966,619,0,0,1
B01674,61,M,single,bachelor,self-employed,Koshi,construction,119108,664,0,1,0
B01675,69,F,married,primary,informal,Koshi,services,59177,708,0,3,0
B01676,23,M,single,bachelor,agriculture,Madhesh,retail,28504,579,0,2,1
B01677,26,F,single,master,informal,Bagmati,manufacturing,41873,648,0,1,1
B01678,25,M,married,phd,informal,Bagmati,health,53770,789,0,1,0
B01679,25,M,married,secondary,salaried,Lumbini,manufacturing,85375,664,0,0,0
B01680,67,F,married,secondary,business_owner,Karnali,retail,37251,683,0,4,1
B01681,43,M,married,master,self-employed,Koshi,retail,107214,776,0,2,0
B01682,69,M,single,secondary,agriculture,Koshi,health,27621,693,0,2,0
B01683,29,M,married,bachelor,salaried,Gandaki,retail,66920,694,0,2,1
B01684,55,M,married,secondary,informal,Sudurpashchim,retail,63862,625,0,3,1
B01685,40,M,single,primary,self-employed,Sudurpashchim,services,118662,692,0,4,1
B01686,69,M,married,secondary,agriculture,Bagmati,health,73870,674,1,0,1
B01687,62,F,married,secondary,salaried,Gandaki,wholesale,48674,726,0,4,0
B01688,55,M,married,bachelor,salaried,Madhesh,services,53614,745,0,3,1
B01689,70,F,married,master,business_owner,Lumbini,agriculture,94673,677,0,1,0
B01690,38,F,married,secondary,salaried,Gandaki,retail,67071,696,0,3,1
B01691,37,M,married,master,agriculture,Bagmati,education,53900,571,1,2,1
B01692,44,F,married,primary,salaried,Madhesh,services,95545,552,0,3,1
B01693,23,M,single,bachelor,business_owner,Koshi,services,78212,735,0,1,1
B01694,52,F,married,primary,salaried,Madhesh,education,57422,538,0,2,0
B01695,55,M,married,master,self-employed,Karnali,health,127709,693,0,0,1
B01696,58,M,married,master,business_owner,Gandaki,services,67842,665,0,3,0
B01697,33,F,married,bachelor,salaried,Bagmati,retail,84537,743,0,4,0
B01698,67,F,married,master,salaried,Gandaki,construction,68227,673,0,2,0
B01699,45,F,married,bachelor,salaried,Koshi,services,77761,774,0,1,1
B01700,29,M,single,phd,self-employed,Sudurpashchim,health,60658,664,0,2,1
B01701,24,F,married,bachelor,self-employed,Koshi,health,106215,738,0,1,0
B01702,34,M,divorced,master,business_owner,Bagmati,retail,90560,593,0,2,0
B01703,57,M,single,bachelor,self-employed,Karnali,health,42412,548,0,2,1
B01704,54,M,widowed,primary,self-employed,Lumbini,services,99401,673,0,0,0
B01705,31,F,married,bachelor,salaried,Madhesh,agriculture,19938,598,0,0,1
B01706,61,M,married,secondary,salaried,Madhesh,retail,58639,672,0,2,1
B01707,23,M,single,bachelor,salaried,Koshi,education,75822,652,0,1,1
B01708,48,F,single,bachelor,informal,Gandaki,agriculture,56366,708,1,3,1
B01709,49,M,divorced,bachelor,agriculture,Sudurpashchim,agriculture,72077,616,0,1,0
B01710,29,M,married,primary,salaried,Gandaki,education,105550,698,1,0,1
B01711,23,M,married,secondary,self-employed,Karnali,services,129152,723,0,2,0
B01712,45,F,married,bachelor,agriculture,Lumbini,services,53447,664,0,2,0
B01713,54,M,single,master,self-employed,Gandaki,education,118768,701,0,2,0
B01714,32,M,single,secondary,salaried,Madhesh,construction,73522,621,0,2,1
B01715,62,F,married,secondary,salaried,Sudurpashchim,health,83718,654,0,2,1
B01716,29,F,widowed,bachelor,self-employed,Gandaki,health,67019,601,0,2,0
B01717,35,M,married,bachelor,informal,Sudurpashchim,services,51931,804,0,0,1
B01718,60,F,married,secondary,business_owner,Lumbini,services,98703,743,0,1,0
B01719,45,F,married,secondary,salaried,Madhesh,wholesale,66529,766,1,0,1
B01720,25,F,married,secondary,salaried,Sudurpashchim,agriculture,79304,742,0,0,0
B01721,31,M,married,phd,agriculture,Gandaki,services,87644,639,1,1,1
B01722,54,F,married,secondary,agriculture,Madhesh,construction,57105,591,0,0,1
B01723,44,M,married,secondary,self-employed,Koshi,retail,84648,652,0,4,0
B01724,35,M,married,primary,business_owner,Koshi,retail,82570,701,0,1,1
B01725,58,M,single,secondary,salaried,Karnali,retail,87924,659,1,1,0
B01726,28,M,widowed,master,agriculture,Koshi,retail,43961,552,0,3,1
B01727,25,M,single,secondary,agriculture,Gandaki,agriculture,56734,716,0,1,1
B01728,68,F,single,primary,salaried,Lumbini,retail,84038,587,0,1,1
B01729,46,M,married,bachelor,business_owner,Madhesh,retail,176884,652,0,1,0
B01730,38,M,married,primary,salaried,Sudurpashchim,retail,86847,771,0,1,1
B01731,26,M,married,primary,salaried,Bagmati,construction,45530,678,0,1,0
B01732,57,M,married,master,salaried,Koshi,construction,35656,734,0,1,1
B01733,68,F,married,master,salaried,Koshi,retail,84029,694,0,3,1
B01734,33,M,single,master,salaried,Bagmati,construction,71720,620,0,0,1
B01735,48,M,married,master,self-employed,Sudurpashchim,services,96744,715,0,0,1
B01736,25,M,married,bachelor,self-employed,Sudurpashchim,wholesale,136592,672,0,2,0
B01737,33,M,married,primary,self-employed,Bagmati,agriculture,66502,593,1,1,1
B01738,37,M,married,master,salaried,Sudurpashchim,retail,95828,584,0,1,0
B01739,70,F,single,master,salaried,Gandaki,construction,57866,696,0,3,0
B01740,60,F,married,master,self-employed,Sudurpashchim,retail,131958,793,0,3,1
B01741,65,M,married,bachelor,salaried,Madhesh,health,85010,616,0,3,1
B01742,52,F,married,secondary,salaried,Sudurpashchim,retail,39857,622,0,1,0
B01743,49,F,married,master,agriculture,Koshi,manufacturing,42488,697,0,4,1
B01744,23,F,widowed,bachelor,business_owner,Lumbini,education,206205,603,0,1,0
B01745,60,M,married,phd,agriculture,Gandaki,retail,82223,804,0,0,0
B01746,54,M,divorced,secondary,self-employed,Gandaki,services,103126,627,0,1,0
B01747,60,M,married,secondary,salaried,Sudurpashchim,services,77084,648,0,2,1
B01748,47,F,single,secondary,business_owner,Lumbini,manufacturing,130788,631,0,0,1
B01749,33,F,single,master,salaried,Lumbini,wholesale,78740,726,0,2,1
B01750,65,M,married,secondary,self-employed,Karnali,retail,80775,794,0,3,0
B01751,53,M,single,primary,salaried,Lumbini,agriculture,94220,636,0,1,1
B01752,26,F,single,phd,agriculture,Sudurpashchim,services,60401,723,0,2,0
B01753,44,F,divorced,primary,salaried,Sudurpashchim,agriculture,50692,603,1,1,1
B01754,39,O,married,master,informal,Bagmati,retail,54824,728,0,1,1
B01755,36,F,married,secondary,agriculture,Koshi,services,52969,772,0,1,0
B01756,60,M,single,master,self-employed,Karnali,manufacturing,75626,755,0,2,1
B01757,48,F,single,bachelor,business_owner,Sudurpashchim,manufacturing,205433,682,0,1,1
B01758,53,F,single,master,self-employed,Bagmati,services,88113,618,0,3,0
B01759,68,M,married,master,agriculture,Karnali,wholesale,15000,675,0,4,1
B01760,61,M,divorced,primary,self-employed,Koshi,wholesale,77759,658,0,3,1
B01761,33,F,married,primary,agriculture,Karnali,retail,67882,650,0,0,0
B01762,63,M,single,secondary,self-employed,Bagmati,services,57205,686,0,0,1
B01763,65,F,married,bachelor,informal,Madhesh,retail,59392,671,1,1,1
B01764,45,F,married,master,self-employed,Sudurpashchim,agriculture,55069,714,0,2,0
B01765,62,F,married,secondary,self-employed,Koshi,manufacturing,125100,714,0,4,0
B01766,56,M,married,bachelor,agriculture,Gandaki,services,39693,672,0,2,1
B01767,47,M,married,secondary,agriculture,Koshi,services,43667,699,0,2,1
B01768,58,F,single,master,self-employed,Koshi,wholesale,72222,748,0,0,0
B01769,27,M,single,phd,salaried,Koshi,manufacturing,81949,646,0,3,0
B01770,25,F,widowed,secondary,self-employed,Madhesh,education,140323,676,0,0,1
B01771,63,F,single,bachelor,informal,Sudurpashchim,agriculture,45222,618,0,0,0
B01772,65,M,single,primary,business_owner,Bagmati,construction,119509,701,0,3,0
B01773,51,M,single,bachelor,agriculture,Sudurpashchim,construction,39681,686,0,2,1
B01774,43,M,single,bachelor,salaried,Gandaki,services,37453,700,0,0,1
B01775,62,M,married,secondary,self-employed,Bagmati,retail,70794,621,0,1,0
B01776,30,F,married,secondary,business_owner,Karnali,agriculture,63344,717,0,0,0
B01777,52,F,married,secondary,agriculture,Karnali,retail,16028,681,0,2,1
B01778,63,F,married,bachelor,salaried,Karnali,manufacturing,68460,732,0,1,0
B01779,50,F,married,bachelor,agriculture,Bagmati,construction,40233,651,0,3,0
B01780,59,M,married,primary,self-employed,Lumbini,construction,126297,713,1,1,0
B01781,51,F,married,master,salaried,Madhesh,wholesale,52887,699,1,1,0
B01782,38,F,married,bachelor,salaried,Lumbini,services,83407,759,0,0,0
B01783,56,F,single,secondary,salaried,Sudurpashchim,agriculture,83016,669,0,1,1
B01784,22,F,married,primary,self-employed,Karnali,construction,125113,644,0,2,0
B01785,34,M,married,bachelor,salaried,Madhesh,construction,66315,648,0,2,0
B01786,33,F,widowed,master,salaried,Bagmati,health,96380,614,0,1,0
B01787,49,M,married,secondary,agriculture,Karnali,retail,60097,647,0,1,1
B01788,32,M,widowed,secondary,salaried,Bagmati,services,92785,546,0,3,1
B01789,59,M,married,secondary,salaried,Madhesh,wholesale,117883,750,0,1,0
B01790,22,F,single,bachelor,self-employed,Bagmati,retail,81303,781,1,0,1
B01791,52,F,married,secondary,self-employed,Bagmati,education,90124,667,0,1,0
B01792,33,F,widowed,secondary,agriculture,Gandaki,health,43487,699,0,2,1
